Skill,course_title,course_url
green building standards,Renewable Energy and Green Building Entrepreneurship,https://www.coursera.org/learn/renewable-energy-entrepreneurship
green chemistry,Introduction to Chemistry: Reactions and Ratios,https://www.coursera.org/learn/intro-chemistry
green computing,Six Sigma Green Belt,https://www.coursera.org/specializations/six-sigma-green-belt
green logistics,Supply Chain Management,https://www.coursera.org/specializations/supply-chain-management
green space strategies,Six Sigma Green Belt,https://www.coursera.org/specializations/six-sigma-green-belt
grind wasted plastic,Process Data from Dirty to Clean,https://www.coursera.org/learn/process-data
guide learners in using assistive technologies,Google Project Management:,https://www.coursera.org/professional-certificates/google-project-management
habitat restoration,Indigenous Religions & Ecology,https://www.coursera.org/learn/indigenous-religions-ecology
handle cybersecurity incidents,Google Cybersecurity,https://www.coursera.org/professional-certificates/google-cybersecurity
handle geospatial technologies,Geographic Information Systems (GIS),https://www.coursera.org/specializations/gis
handle mining plant waste,Data Mining,https://www.coursera.org/specializations/data-mining
hardware architectures,Deep Learning,https://www.coursera.org/specializations/deep-learning
hardware components,Introduction to Hardware and Operating Systems,https://www.coursera.org/learn/introduction-to-hardware-and-operating-systems
hardware industry,Google IT Support,https://www.coursera.org/professional-certificates/google-it-support
hardware materials,Google IT Support,https://www.coursera.org/professional-certificates/google-it-support
hardware platforms,Google Digital Marketing & E-commerce,https://www.coursera.org/professional-certificates/google-digital-marketing-ecommerce
hardware testing methods,IBM Cybersecurity Analyst,https://www.coursera.org/professional-certificates/ibm-cybersecurity-analyst
have computer literacy,Google Data Analytics,https://www.coursera.org/professional-certificates/google-data-analytics
hazardous materials transportation,Mechanics of Materials II: Thin-Walled Pressure Vessels and Torsion,https://www.coursera.org/learn/mechanics2
hazardous waste storage,Municipal Solid Waste Management in Developing Countries,https://www.coursera.org/learn/solid-waste-management
hazardous waste treatment,Municipal Solid Waste Management in Developing Countries,https://www.coursera.org/learn/solid-waste-management
hazardous waste types,Municipal Solid Waste Management in Developing Countries,https://www.coursera.org/learn/solid-waste-management
hazards associated with loading dangerous goods,Google Data Analytics,https://www.coursera.org/professional-certificates/google-data-analytics
health and safety regulations,Introduction to OSHA: Safety Standards and Compliance,https://www.coursera.org/learn/introduction-to-osha-safety-standards-and-compliance
health informatics,Health Informatics,https://www.coursera.org/specializations/health-informatics
health technology assessment,Data Science in Health Technology Assessment,https://www.coursera.org/learn/health-economics-and-hta
healthcare data systems,AI in Healthcare,https://www.coursera.org/specializations/ai-healthcare
human-computer interaction,Interaction Design,https://www.coursera.org/specializations/interaction-design
human-robot collaboration,"Modern Robotics: Mechanics, Planning, and Control",https://www.coursera.org/specializations/modernrobotics
husbandry and harvesting effects on aquatic resources,Human Resource Management: HR for People Managers,https://www.coursera.org/specializations/human-resource-management
hybrid control systems,Control Systems Analysis: Modeling of Dynamic Systems,https://www.coursera.org/learn/modeling-feedback-systems
hybrid model,Machine Learning,https://www.coursera.org/specializations/machine-learning-introduction
hybrid vehicle architecture,Software Design and Architecture,https://www.coursera.org/specializations/software-design-architecture
hydroelectricity,"Energy Production, Distribution & Safety",https://www.coursera.org/specializations/energy-industry
hydrography,Oceanography: a key to better understand our world,https://www.coursera.org/learn/oceanography
hydroponics,An Introduction to Programming the Internet of Things (IOT),https://www.coursera.org/specializations/iot
iOS,Meta iOS Developer,https://www.coursera.org/professional-certificates/meta-ios-developer
id Tech,IBM Generative AI Engineering,https://www.coursera.org/professional-certificates/ibm-generative-ai-engineering
identify GIS issues,Geographic Information Systems (GIS),https://www.coursera.org/specializations/gis
identify ICT security risks,Google Cybersecurity,https://www.coursera.org/professional-certificates/google-cybersecurity
identify ICT system weaknesses,Google Cybersecurity,https://www.coursera.org/professional-certificates/google-cybersecurity
identify ICT user needs,Google UX Design,https://www.coursera.org/professional-certificates/google-ux-design
identify blockchain innovation opportunities,Blockchain,https://www.coursera.org/specializations/blockchain
identify digital competence gaps,Google Digital Marketing & E-commerce,https://www.coursera.org/professional-certificates/google-digital-marketing-ecommerce
identify energy needs,Renewable Energy,https://www.coursera.org/specializations/renewable-energy
identify fitted source for heat pumps,Google Data Analytics,https://www.coursera.org/professional-certificates/google-data-analytics
identify market requirements for ICT documentation,Google Data Analytics,https://www.coursera.org/professional-certificates/google-data-analytics
identify new recycling opportunities,Google Data Analytics,https://www.coursera.org/professional-certificates/google-data-analytics
identify plants characteristics,Understanding Plants - Part I: What a Plant Knows,https://www.coursera.org/learn/plantknows
identify software for warehouse management,Software Product Management,https://www.coursera.org/specializations/product-management
identify technological needs,Key Technologies for Business,https://www.coursera.org/specializations/key-technologies-for-business
image recognition,Convolutional Neural Networks,https://www.coursera.org/learn/convolutional-neural-networks
impact investing,Social Impact Strategy: Tools for Entrepreneurs and Innovators,https://www.coursera.org/learn/social-impact
implement ICT coding conventions,Medical Billing and Coding Fundamentals,https://www.coursera.org/specializations/medical-billing-coding-fundamentals
implement ICT network diagnostic tools,Deep Learning,https://www.coursera.org/specializations/deep-learning
implement ICT recovery system,Google Cybersecurity,https://www.coursera.org/professional-certificates/google-cybersecurity
implement ICT risk management,Risk Management,https://www.coursera.org/specializations/risk-management
implement ICT security policies,Google Cybersecurity,https://www.coursera.org/professional-certificates/google-cybersecurity
implement a firewall,Fortinet Network Security,https://www.coursera.org/specializations/fortinet-network-security
implement a virtual private network,Connect and Protect: Networks and Network Security,https://www.coursera.org/learn/networks-and-network-security
implement anti-virus software,Applied Software Engineering Fundamentals,https://www.coursera.org/specializations/software-engineering-fundamentals
implement biodiversity action plans,Google Cybersecurity,https://www.coursera.org/professional-certificates/google-cybersecurity
implement cloud security and compliance,Security in Google Cloud,https://www.coursera.org/specializations/security-google-cloud-platform
implement cryptographic constructs,Google Cybersecurity,https://www.coursera.org/professional-certificates/google-cybersecurity
implement data quality processes,Google Data Analytics,https://www.coursera.org/professional-certificates/google-data-analytics
implement data warehousing techniques,Google Data Analytics,https://www.coursera.org/professional-certificates/google-data-analytics
implement environmental action plans,Introduction to Environmental Science,https://www.coursera.org/specializations/environmental-science
implement environmental protection measures,Introduction to Environmental Science,https://www.coursera.org/specializations/environmental-science
implement front-end website design,Meta Front-End Developer,https://www.coursera.org/professional-certificates/meta-front-end-developer
implement route planning in smart mobility services,Smart Cities – Management of Smart Urban Infrastructures,https://www.coursera.org/learn/smart-cities
implement smart contracts,Smart Contracts,https://www.coursera.org/learn/smarter-contracts
implement spam protection,Google Cybersecurity,https://www.coursera.org/professional-certificates/google-cybersecurity
implement sustainable procurement,Global Procurement and Sourcing,https://www.coursera.org/specializations/procurement-sourcing
improve customer traveling experiences with augmented reality,Introduction to Augmented Reality and ARCore,https://www.coursera.org/learn/ar
improve user-friendliness,Google UX Design,https://www.coursera.org/professional-certificates/google-ux-design
incremental development,Meta Front-End Developer,https://www.coursera.org/professional-certificates/meta-front-end-developer
industrial heating systems,Google Cybersecurity,https://www.coursera.org/professional-certificates/google-cybersecurity
industrial software,Applied Software Engineering Fundamentals,https://www.coursera.org/specializations/software-engineering-fundamentals
inform customers environmental protection,Introduction to Environmental Science,https://www.coursera.org/specializations/environmental-science
information and digital content,Google Digital Marketing & E-commerce,https://www.coursera.org/professional-certificates/google-digital-marketing-ecommerce
information architecture,Web Design: Strategy and Information Architecture,https://www.coursera.org/learn/web-design-strategy
information categorisation,Google Cybersecurity,https://www.coursera.org/professional-certificates/google-cybersecurity
information confidentiality,Google Cybersecurity,https://www.coursera.org/professional-certificates/google-cybersecurity
information extraction,Information Extraction from Free Text Data in Health,https://www.coursera.org/learn/information-extraction-from-free-text-data-in-health-2
information security strategy,IT Fundamentals for Cybersecurity,https://www.coursera.org/specializations/it-fundamentals-cybersecurity
information structure,Data Structures and Algorithms,https://www.coursera.org/specializations/data-structures-algorithms
ingredient threats,Google Cybersecurity,https://www.coursera.org/professional-certificates/google-cybersecurity
innovate in ICT,Google Data Analytics,https://www.coursera.org/professional-certificates/google-data-analytics
inspect data,Google Data Analytics,https://www.coursera.org/professional-certificates/google-data-analytics
inspect industrial equipment,Automotive Industrial Engineering,https://www.coursera.org/learn/automotive-industrial-engineering
inspect offshore constructions,Construction Management,https://www.coursera.org/specializations/construction-management
inspect recycling procedures,AI in Healthcare,https://www.coursera.org/specializations/ai-healthcare
inspect roof for source of rainwater contamination,Python for Everybody,https://www.coursera.org/specializations/python
inspect silo systems,Google Cybersecurity,https://www.coursera.org/professional-certificates/google-cybersecurity
inspect tidal stream generators,Value Stream Mapping,https://www.coursera.org/learn/value-stream-mapping-1
inspect trees,Machine Learning,https://www.coursera.org/specializations/machine-learning-introduction
inspect water wells,Oil & Gas Industry Operations and Markets,https://www.coursera.org/learn/oilandgas
inspect wave energy converters,Renewable Energy,https://www.coursera.org/specializations/renewable-energy
inspect wind turbines,Wind Energy,https://www.coursera.org/learn/wind-energy
inspire enthusiasm for nature,Google Data Analytics,https://www.coursera.org/professional-certificates/google-data-analytics
install automation components,Google IT Automation with Python,https://www.coursera.org/professional-certificates/google-it-automation
install blinds drive systems,Google Data Analytics,https://www.coursera.org/professional-certificates/google-data-analytics
install concentrated solar power systems,Microsoft Power BI Data Analyst,https://www.coursera.org/professional-certificates/microsoft-power-bi-data-analyst
install electronic communication devices on trains,Google Data Analytics,https://www.coursera.org/professional-certificates/google-data-analytics
install electronic communication equipment,Improve Your English Communication Skills,https://www.coursera.org/specializations/improve-english
install heat pump,Google IT Automation with Python,https://www.coursera.org/professional-certificates/google-it-automation
install image equipment,Image Processing for Engineering and Science,https://www.coursera.org/specializations/image-processing
install mechatronic equipment,Google IT Automation with Python,https://www.coursera.org/professional-certificates/google-it-automation
install monitors for process control,Google Data Analytics,https://www.coursera.org/professional-certificates/google-data-analytics
install offshore renewable energy systems,Renewable Energy,https://www.coursera.org/specializations/renewable-energy
install onshore wind energy systems,Renewable Energy,https://www.coursera.org/specializations/renewable-energy
install operating system,Operating Systems and You: Becoming a Power User,https://www.coursera.org/learn/os-power-user
install photovoltaic systems,Google Cybersecurity,https://www.coursera.org/professional-certificates/google-cybersecurity
install recycling containers,IBM Full Stack Software Developer,https://www.coursera.org/professional-certificates/ibm-full-stack-cloud-developer
install signal repeaters,Digital Signal Processing,https://www.coursera.org/specializations/digital-signal-processing
install software,Applied Software Engineering Fundamentals,https://www.coursera.org/specializations/software-engineering-fundamentals
install solar water heater,"Solar Energy for Engineers, Architects and Code Inspectors",https://www.coursera.org/specializations/solar-energy
install water purity mechanism,Google IT Automation with Python,https://www.coursera.org/professional-certificates/google-it-automation
instruct library users in digital literacy,Google Digital Marketing & E-commerce,https://www.coursera.org/professional-certificates/google-digital-marketing-ecommerce
instruct on energy saving technologies,Renewable Energy,https://www.coursera.org/specializations/renewable-energy
instrumentation engineering,Introduction to Systems Engineering,https://www.coursera.org/learn/systems-engineering
integrate ICT data,Google Data Analytics,https://www.coursera.org/professional-certificates/google-data-analytics
integrate and re-elaborate digital content,Google Digital Marketing & E-commerce,https://www.coursera.org/professional-certificates/google-digital-marketing-ecommerce
integrate biogas energy in buildings,Renewable Energy,https://www.coursera.org/specializations/renewable-energy
integrate content into output media,Meta Social Media Marketing,https://www.coursera.org/professional-certificates/facebook-social-media-marketing
integrate system components,Google Cybersecurity,https://www.coursera.org/professional-certificates/google-cybersecurity
integrated circuit types,An Introduction to Programming the Internet of Things (IOT),https://www.coursera.org/specializations/iot
integrated design,Design Fundamentals,https://www.coursera.org/learn/design-fundamentals
integrated development environment software,IBM Full Stack Software Developer,https://www.coursera.org/professional-certificates/ibm-full-stack-cloud-developer
integrated food-energy systems,Stanford Introduction to Food and Health,https://www.coursera.org/learn/food-and-health
integrated pest management,Food & Beverage Management,https://www.coursera.org/learn/food-beverage-management
intellectual property regime of digital content,Intellectual Property Law,https://www.coursera.org/specializations/introduction-intellectual-property
inter-organisational middleware system,Google Project Management:,https://www.coursera.org/professional-certificates/google-project-management
interact through digital technologies,Google Digital Marketing & E-commerce,https://www.coursera.org/professional-certificates/google-digital-marketing-ecommerce
interactive media,Meta Social Media Marketing,https://www.coursera.org/professional-certificates/facebook-social-media-marketing
interfacing techniques,Machine Learning,https://www.coursera.org/specializations/machine-learning-introduction
internal risk management policy,Risk Management,https://www.coursera.org/specializations/risk-management
internet governance,Digital Governance,https://www.coursera.org/learn/digitalgovernance
interpret automatic call distribution data,Google Data Analytics,https://www.coursera.org/professional-certificates/google-data-analytics
interpret graphical communication interfaces,Probabilistic Graphical Models,https://www.coursera.org/specializations/probabilistic-graphical-models
interpret graphical recordings of rail-flaw-detection machine,Machine Learning,https://www.coursera.org/specializations/machine-learning-introduction
interpret scientific data to assess water quality,Google Data Analytics,https://www.coursera.org/professional-certificates/google-data-analytics
investigate complaints about improper waste handling,Municipal Solid Waste Management in Developing Countries,https://www.coursera.org/learn/solid-waste-management
investigate contamination,Process Data from Dirty to Clean,https://www.coursera.org/learn/process-data
investigate microclimates for buildings,Google Data Analytics,https://www.coursera.org/professional-certificates/google-data-analytics
investigate pollution,Introduction to Forensic Science,https://www.coursera.org/learn/forensic-science
keep up with digital transformation of industrial processes,IBM & Darden Digital Strategy,https://www.coursera.org/specializations/digital-strategy
keep up with the latest information systems solutions,Information Systems,https://www.coursera.org/specializations/information-systems
keep up-to-date to computer trends,Introduction to Computers,https://www.coursera.org/learn/introduction-to-computers
keywords in digital content,Google Digital Marketing & E-commerce,https://www.coursera.org/professional-certificates/google-digital-marketing-ecommerce
knowledge base,Knowledge Graphs for RAG,https://www.coursera.org/projects/knowledge-graphs-rag
lab scale fermentation,Introduction to Industrial Bioprocess Development,https://www.coursera.org/learn/industrial-bioprocess-development
land use for airport planning,Google Data Analytics,https://www.coursera.org/professional-certificates/google-data-analytics
lay out digital written content,Google Digital Marketing & E-commerce,https://www.coursera.org/professional-certificates/google-digital-marketing-ecommerce
lead disaster recovery exercises,Natural Disaster and Climate Change Risk Assessment,https://www.coursera.org/specializations/natural-disaster-and-climate-change-risk-assessment
lean manufacturing,Lean Manufacturing & Robotics for Flexible Systems,https://www.coursera.org/learn/lean-manufacturing-robotics-for-flexible-systems
lean project management,Project Management Essentials,https://www.coursera.org/learn/copy-of-project-management-essentials
learning management systems,Google Project Management:,https://www.coursera.org/professional-certificates/google-project-management
learning technologies,Learning Technologies Foundations and Applications,https://www.coursera.org/learn/learning-technologies-foundations-applications
legislation in agriculture,Google Data Analytics,https://www.coursera.org/professional-certificates/google-data-analytics
levels of software testing,Software Testing and Automation,https://www.coursera.org/specializations/software-testing-automation
locate fossils,"Teaching with Art: Using Inquiry, Activities, and Themes",https://www.coursera.org/specializations/teaching-with-art
locate microchip in animals,Google Data Analytics,https://www.coursera.org/professional-certificates/google-data-analytics
log emergency call information electronically,Google Cybersecurity,https://www.coursera.org/professional-certificates/google-cybersecurity
log transmitter readings,Sound the Alarm: Detection and Response,https://www.coursera.org/learn/detection-and-response
machine learning,Machine Learning,https://www.coursera.org/specializations/machine-learning-introduction
machine translation,Machine Translation,https://www.coursera.org/learn/machinetranslation
maintain ICT identity management,Google Project Management:,https://www.coursera.org/professional-certificates/google-project-management
maintain ICT server,Google Cybersecurity,https://www.coursera.org/professional-certificates/google-cybersecurity
maintain ICT system,Google Cybersecurity,https://www.coursera.org/professional-certificates/google-cybersecurity
maintain a central project repository,Google Project Management:,https://www.coursera.org/professional-certificates/google-project-management
maintain audiovisual equipment,Google Cybersecurity,https://www.coursera.org/professional-certificates/google-cybersecurity
maintain automated lighting equipment,Google Cybersecurity,https://www.coursera.org/professional-certificates/google-cybersecurity
maintain biogas plant,Google Cybersecurity,https://www.coursera.org/professional-certificates/google-cybersecurity
maintain broadcast equipment,Google Cybersecurity,https://www.coursera.org/professional-certificates/google-cybersecurity
maintain computer hardware,Introduction to Hardware and Operating Systems,https://www.coursera.org/learn/introduction-to-hardware-and-operating-systems
maintain computerised records of railway traffic,Google Data Analytics,https://www.coursera.org/professional-certificates/google-data-analytics
maintain concentrated solar power systems,Microsoft Power BI Data Analyst,https://www.coursera.org/professional-certificates/microsoft-power-bi-data-analyst
maintain control systems for automated equipment,Control Systems Analysis: Modeling of Dynamic Systems,https://www.coursera.org/learn/modeling-feedback-systems
maintain data entry requirements,Google Data Analytics,https://www.coursera.org/professional-certificates/google-data-analytics
maintain database performance,Google Cloud Database Engineer,https://www.coursera.org/specializations/google-cloud-database-engineer
maintain database security,Google Cybersecurity,https://www.coursera.org/professional-certificates/google-cybersecurity
maintain freelance database,Meta Database Engineer,https://www.coursera.org/professional-certificates/meta-database-engineer
maintain information network hardware,Google Cybersecurity,https://www.coursera.org/professional-certificates/google-cybersecurity
maintain internet protocol configuration,An Introduction to Programming the Internet of Things (IOT),https://www.coursera.org/specializations/iot
maintain irrigation controllers,Google Cybersecurity,https://www.coursera.org/professional-certificates/google-cybersecurity
maintain media integration equipment,Meta Social Media Marketing,https://www.coursera.org/professional-certificates/facebook-social-media-marketing
maintain photovoltaic systems,Google Cybersecurity,https://www.coursera.org/professional-certificates/google-cybersecurity
maintain plant health,Understanding Plants - Part I: What a Plant Knows,https://www.coursera.org/learn/plantknows
maintain plant soil nutrition,"Food Sustainability, Mindful Eating, and Healthy Cooking",https://www.coursera.org/specializations/food-sustainability-mindful-eating-healthy-cooking
maintain pricing database,Pricing Strategy Optimization,https://www.coursera.org/specializations/uva-darden-bcg-pricing-strategy
maintain projection equipment,Google Cybersecurity,https://www.coursera.org/professional-certificates/google-cybersecurity
maintain radio communications equipment,Google Cybersecurity,https://www.coursera.org/professional-certificates/google-cybersecurity
maintain recycling records,Google Cybersecurity,https://www.coursera.org/professional-certificates/google-cybersecurity
maintain responsive design,Google UX Design,https://www.coursera.org/professional-certificates/google-ux-design
maintain robotic equipment,Robotic Process Automation (RPA),https://www.coursera.org/specializations/roboticprocessautomation
maintain sensor equipment,Google Cybersecurity,https://www.coursera.org/professional-certificates/google-cybersecurity
maintain solar energy systems,"Solar Energy for Engineers, Architects and Code Inspectors",https://www.coursera.org/specializations/solar-energy
maintain stock control systems,Control Systems Analysis: Modeling of Dynamic Systems,https://www.coursera.org/learn/modeling-feedback-systems
maintain system logs,Google Cybersecurity,https://www.coursera.org/professional-certificates/google-cybersecurity
maintain up-to-date aeronautical information management services,Google Project Management:,https://www.coursera.org/professional-certificates/google-project-management
maintain warehouse database,Meta Database Engineer,https://www.coursera.org/professional-certificates/meta-database-engineer
maintain water treatment equipment,Introduction to Household Water Treatment and Safe Storage,https://www.coursera.org/learn/water-treatment
maintain wind turbines,Google Cybersecurity,https://www.coursera.org/professional-certificates/google-cybersecurity
make decisions regarding forestry management,Ask Questions to Make Data-Driven Decisions,https://www.coursera.org/learn/ask-questions-make-decisions
make paper slurry,Google UX Design,https://www.coursera.org/professional-certificates/google-ux-design
manage ICT change request process,Google Project Management:,https://www.coursera.org/professional-certificates/google-project-management
manage ICT data architecture,Google Data Analytics,https://www.coursera.org/professional-certificates/google-data-analytics
manage ICT data classification,Google Data Analytics,https://www.coursera.org/professional-certificates/google-data-analytics
manage ICT legacy implication,Google Project Management:,https://www.coursera.org/professional-certificates/google-project-management
manage ICT semantic integration,Google Project Management:,https://www.coursera.org/professional-certificates/google-project-management
manage ICT virtualisation environments,Google Project Management:,https://www.coursera.org/professional-certificates/google-project-management
manage IT security compliances,IT Fundamentals for Cybersecurity,https://www.coursera.org/specializations/it-fundamentals-cybersecurity
manage aeronautical information management services,Google Project Management:,https://www.coursera.org/professional-certificates/google-project-management
manage agritourism activities,Google Project Management:,https://www.coursera.org/professional-certificates/google-project-management
manage air quality,Google Project Management:,https://www.coursera.org/professional-certificates/google-project-management
manage alarm system,Google Project Management:,https://www.coursera.org/professional-certificates/google-project-management
manage animal welfare,Animal Behaviour and Welfare,https://www.coursera.org/learn/animal-welfare
manage aquatic habitat,Google Project Management:,https://www.coursera.org/professional-certificates/google-project-management
manage archive users guidelines,Google UX Design,https://www.coursera.org/professional-certificates/google-ux-design
manage changes in ICT system,Google Project Management:,https://www.coursera.org/professional-certificates/google-project-management
manage closed-circuit television system,Google Project Management:,https://www.coursera.org/professional-certificates/google-project-management
manage cloud data and storage,Google Cloud Database Engineer,https://www.coursera.org/specializations/google-cloud-database-engineer
manage computer-based transport operation control systems,Control Systems Analysis: Modeling of Dynamic Systems,https://www.coursera.org/learn/modeling-feedback-systems
manage conservation of natural and cultural heritage,Ecology: Ecosystem Dynamics and Conservation,https://www.coursera.org/learn/ecology-conservation
manage content development projects,IBM Full Stack Software Developer,https://www.coursera.org/professional-certificates/ibm-full-stack-cloud-developer
manage content metadata,Adobe Content Creator,https://www.coursera.org/professional-certificates/adobe-content-creator
manage data,Google Data Analytics,https://www.coursera.org/professional-certificates/google-data-analytics
manage data collection systems,Google Data Analytics,https://www.coursera.org/professional-certificates/google-data-analytics
manage database,Meta Database Engineer,https://www.coursera.org/professional-certificates/meta-database-engineer
manage digital archives,Google Digital Marketing & E-commerce,https://www.coursera.org/professional-certificates/google-digital-marketing-ecommerce
manage digital documents,Google Digital Marketing & E-commerce,https://www.coursera.org/professional-certificates/google-digital-marketing-ecommerce
manage digital identity,Google Digital Marketing & E-commerce,https://www.coursera.org/professional-certificates/google-digital-marketing-ecommerce
manage digital libraries,Google Digital Marketing & E-commerce,https://www.coursera.org/professional-certificates/google-digital-marketing-ecommerce
manage disaster recovery plans,Google Project Management:,https://www.coursera.org/professional-certificates/google-project-management
manage dispatch software systems,Applied Software Engineering Fundamentals,https://www.coursera.org/specializations/software-engineering-fundamentals
manage donated goods in second-hand shop,Google Project Management:,https://www.coursera.org/professional-certificates/google-project-management
manage donor database,Meta Database Engineer,https://www.coursera.org/professional-certificates/meta-database-engineer
manage email hosting service,Think Outside the Inbox: Email Marketing,https://www.coursera.org/learn/think-outside-the-inbox
manage environmental aspects of inland waterway transportation,Introduction to Environmental Science,https://www.coursera.org/specializations/environmental-science
manage environmental impact,Introduction to Environmental Science,https://www.coursera.org/specializations/environmental-science
manage environmental impact of operations,Introduction to Environmental Science,https://www.coursera.org/specializations/environmental-science
manage environmental management system,Google Project Management:,https://www.coursera.org/professional-certificates/google-project-management
manage findable accessible interoperable and reusable data,Google Data Analytics,https://www.coursera.org/professional-certificates/google-data-analytics
manage fisheries projects,Google Project Management:,https://www.coursera.org/professional-certificates/google-project-management
manage flight data communications programme,Google Data Analytics,https://www.coursera.org/professional-certificates/google-data-analytics
manage forest fires,Google Project Management:,https://www.coursera.org/professional-certificates/google-project-management
manage forests,Google Project Management:,https://www.coursera.org/professional-certificates/google-project-management
manage habitats,Google Project Management:,https://www.coursera.org/professional-certificates/google-project-management
manage habitats to benefit game,Game Design: Art and Concepts,https://www.coursera.org/specializations/game-design
manage information access aids,Google Cybersecurity,https://www.coursera.org/professional-certificates/google-cybersecurity
manage keys for data protection,Google Data Analytics,https://www.coursera.org/professional-certificates/google-data-analytics
manage land resources permits,Human Resource Management: HR for People Managers,https://www.coursera.org/specializations/human-resource-management
manage library users queries,Google UX Design,https://www.coursera.org/professional-certificates/google-ux-design
manage membership database,Meta Database Engineer,https://www.coursera.org/professional-certificates/meta-database-engineer
manage meteorological database,Meta Database Engineer,https://www.coursera.org/professional-certificates/meta-database-engineer
manage multi frequency wireless signal distribution,Digital Signal Processing,https://www.coursera.org/specializations/digital-signal-processing
manage ocean-going oil tankers,Petroleum Engineering with AI Applications,https://www.coursera.org/specializations/petroleum-engineering-with-ai-applications
manage office facility systems,Master Microsoft Office 365 and Power Platform,https://www.coursera.org/specializations/master-microsoft-office-365-power-platform
manage online communications,Google Data Analytics,https://www.coursera.org/professional-certificates/google-data-analytics
manage online content,Adobe Content Creator,https://www.coursera.org/professional-certificates/adobe-content-creator
manage online gambling,Google Project Management:,https://www.coursera.org/professional-certificates/google-project-management
manage online volunteers,Google Project Management:,https://www.coursera.org/professional-certificates/google-project-management
manage open publications,Google Data Analytics,https://www.coursera.org/professional-certificates/google-data-analytics
manage plans for the storage of organic by-products,Python for Everybody,https://www.coursera.org/specializations/python
manage plans for the utilisation of organic by-products,Python for Everybody,https://www.coursera.org/specializations/python
manage production systems,Google Project Management:,https://www.coursera.org/professional-certificates/google-project-management
manage quantitative data,Google Data Analytics,https://www.coursera.org/professional-certificates/google-data-analytics
manage radiology information system,IT Fundamentals for Cybersecurity,https://www.coursera.org/specializations/it-fundamentals-cybersecurity
manage recycling program budget,IBM Program Manager,https://www.coursera.org/professional-certificates/ibm-program-manager
manage research data,Google Data Analytics,https://www.coursera.org/professional-certificates/google-data-analytics
manage rivers and streams,Google Data Analytics,https://www.coursera.org/professional-certificates/google-data-analytics
manage software localisation,Applied Software Engineering Fundamentals,https://www.coursera.org/specializations/software-engineering-fundamentals
manage software releases,Applied Software Engineering Fundamentals,https://www.coursera.org/specializations/software-engineering-fundamentals
manage standard enterprise resource planning system,Enterprise Systems,https://www.coursera.org/learn/enterprise-systems
manage standards for data exchange,Google Data Analytics,https://www.coursera.org/professional-certificates/google-data-analytics
manage system security,Google Cybersecurity,https://www.coursera.org/professional-certificates/google-cybersecurity
manage system testing,Software Testing and Automation,https://www.coursera.org/specializations/software-testing-automation
manage technical security systems,Google Cybersecurity,https://www.coursera.org/professional-certificates/google-cybersecurity
manage temporary ICT networks for live performance,Deep Learning,https://www.coursera.org/specializations/deep-learning
manage visitor flows in natural protected areas,Natural Language Processing,https://www.coursera.org/specializations/natural-language-processing
manage waste,Google Project Management:,https://www.coursera.org/professional-certificates/google-project-management
manage water quality testing,Software Testing and Automation,https://www.coursera.org/specializations/software-testing-automation
manage website,Google UX Design,https://www.coursera.org/professional-certificates/google-ux-design
manufacturer's instructions for audiovisual equipment,Introducción a la producción audiovisual,https://www.coursera.org/learn/intro-produccion-audiovisual
marine biology,Marine Biology,https://www.coursera.org/learn/marine-biology
marine energy,Renewable Energy,https://www.coursera.org/specializations/renewable-energy
marine technology,Google IT Support,https://www.coursera.org/professional-certificates/google-it-support
maritime telecommunications,Digital Technologies and the Future of Manufacturing,https://www.coursera.org/specializations/digital-technologies-future-of-manufacturing
marketing analytics,Marketing Analytics,https://www.coursera.org/learn/uva-darden-market-analytics
measure company's sustainability performance,Sustainability Analyst Fundamentals,https://www.coursera.org/specializations/sustainability-analyst
measure pollution,Google Digital Marketing & E-commerce,https://www.coursera.org/professional-certificates/google-digital-marketing-ecommerce
measure software usability,Applied Software Engineering Fundamentals,https://www.coursera.org/specializations/software-engineering-fundamentals
measure sustainability of tourism activities,Sustainable Tourism – promoting environmental public health,https://www.coursera.org/learn/sustainable-tourism
measure the impact of specific aquaculture activity,The Science of Well-Being,https://www.coursera.org/learn/the-science-of-well-being
measure trees,Machine Learning,https://www.coursera.org/specializations/machine-learning-introduction
medical imaging technology,Visualizing the Living Body: Diagnostic Imaging,https://www.coursera.org/learn/diagnosticimaging
medical informatics,Health Informatics,https://www.coursera.org/specializations/health-informatics
micro mobility devices,An Introduction to Programming the Internet of Things (IOT),https://www.coursera.org/specializations/iot
microchip scanners,An Introduction to Programming the Internet of Things (IOT),https://www.coursera.org/specializations/iot
microelectromechanical systems,Google Cybersecurity,https://www.coursera.org/professional-certificates/google-cybersecurity
microprocessors,Introduction to Microprocessors,https://www.coursera.org/learn/arm-education-introduction-to-microprocessors
microsystem test procedures,Google UX Design,https://www.coursera.org/professional-certificates/google-ux-design
migrate existing data,Google Data Analytics,https://www.coursera.org/professional-certificates/google-data-analytics
mine dump design,Google UX Design,https://www.coursera.org/professional-certificates/google-ux-design
mini wind power generation,Microsoft Power BI Data Analyst,https://www.coursera.org/professional-certificates/microsoft-power-bi-data-analyst
minimise environmental impact on the surrounding area,Introduction to Environmental Science,https://www.coursera.org/specializations/environmental-science
minimize risks in tree operations,Google Project Management:,https://www.coursera.org/professional-certificates/google-project-management
mitigate environmental impact of pipeline projects,Global Environmental Management,https://www.coursera.org/learn/global-environmental-management
